2.22357,1.39899,0,0,0.100519
1.74237,0.691232,0.158065,0,0.200915
2.44516,1.28683,0.133981,0,0.301136
1.03552,0.264659,0.0377215,0,0.401455
1.67742,0.55995,0.229458,0,0.501736
2.45441,0.848715,0.475693,0,0.602201
2.45148,0.852055,0.466805,0,0.702487
2.43537,0.833296,0.477213,0,0.80276
2.33988,0.772458,0.469557,0,0.903108
3.25253,0.84388,0.471866,0,1.00335
2.44801,0.815597,0.455614,0,1.10356
2.38226,0.815993,0.46915,0,1.20386
1.93308,0.615761,0.341954,0,1.30417
0.79748,0.190252,0,0,1.40459
0.779513,0.207627,0,0,1.50512
0.874679,0.232517,0.0200866,0,1.6054
0.768323,0.184325,0,0,1.70573
0.818412,0.200502,0.0164047,0,1.80619
0.770778,0.172908,0,0,1.90644
0.923536,0.299967,0.0151499,0,2.00715
0.852877,0.23133,0.0225242,0,2.10742
0.720267,0.178392,0,0,2.20766
0.707337,0.164073,0,0,2.3081
0.747697,0.18966,0.0194523,0,2.40851
0.796296,0.189044,0,0,2.50892
0.889832,0.240133,0.024379,0,2.60906
1.70847,0.221705,0,0,2.70927
0.843293,0.211433,0.0213261,0,2.80944
0.774062,0.211329,0,0,2.90966
0.893791,0.281097,0.0121687,0,3.00997
0.975267,0.263602,0.0328742,0,3.11023
0.699692,0.161983,0,0,3.21046
0.813494,0.224182,0,0,3.31093
0.740938,0.213697,0.00730588,0,3.41118
0.885263,0.188961,0.0091139,0,3.51163
0.890686,0.236379,0.0322889,0,3.61181
0.752889,0.178332,0,0,3.7121
0.754293,0.195107,0,0,3.81251
0.835539,0.213601,0.0194736,0,3.91281
0.68793,0.151187,0,0,4.01333
1.04042,0.316756,0.0426402,0,4.11353
0.718233,0.150951,0,0,4.21381
0.729385,0.169865,0,0,4.31406
0.667493,0.141774,0,0,4.41437
1.9753,0.72316,0.319578,0,4.51463
2.55267,0.902054,0.478131,0,4.61484
3.25493,0.86031,0.469426,0,4.71509
2.32802,0.775195,0.465239,0,4.81532
3.74566,2.14212,0.466685,0,4.9155
2.66459,1.14554,0.467964,0,5.01567
